_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,prob_nb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
1341_sniper.dm_26.dm_meta,28922950,0:07:35,28693000,29339400,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4566666667,0.6066666667,0.06209963652,0.8699441923,,0:07:35,Jedi Jerry,^1Fuzzy^3Nutz,MOD_DISRUPTOR_SNIPER,3.244879484,0.003415662562,3.244879484,98.3296814,1474,0,0,7,0,0,41,,,0,0
2018-01-06 talravin 4v4.dm_26.dm_meta,963282,0:12:06,237843,1453266,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4633333333,0.5,0.2418685732,0.5903075571,,0:12:06,^3Xen_Crypt,^7^^00^7w^0L^7.,MOD_DISRUPTOR_SNIPER,0,0,2.651309729,80.34272003,301,0,0,140,313,346,315,,,476,417
2018-05-10 ctf4 4v4.dm_26.dm_meta,564725679,0:12:16,563990241,565205235,MOD_DISRUPTOR_SNIPER,good,FALSE,0.44,0.3233333333,0.5576489767,0.6944479695,,0:12:16,^3Xen_Crypt,^1A^7ndre,MOD_DISRUPTOR_SNIPER,0,0,3.529728889,106.9614792,1524,651,204,662,914,159,857,,,307,57
2018-05-26 sikurd 4v4.dm_26.dm_meta,698189,0:09:49,110294,1325387,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6033333333,0.54,0.6880180009,0.9648742635,,0:09:49,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_DISRUPTOR_SNIPER,0,0,3.912405491,118.5577393,116,523,415,554,547,142,502,,,582,214
2018-06-03 talravin 4v4.dm_26.dm_meta,679148,0:07:19,241172,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.58,0.5766666667,0.1488705492,0.9183604621,,0:07:19,^3Xen_Crypt,^7jaw4 is a plague,MOD_DISRUPTOR_SNIPER,3.698482752,0.01867920533,11.17818356,338.7328491,581,0,0,0,392,105,420,,,306,184
2018-06-09 paulking 2v2.dm_26.dm_meta,2136626,0:15:21,1216982,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.55,0.5933333333,0.2114702285,0.5537528065,,0:15:21,^3Xen_Crypt,^7teh,MOD_DISRUPTOR_SNIPER,2.504045486,0.02529338934,3.389353514,102.7076797,463,0,0,81,144,248,190,,,774,771
2018-06-14 kharzet 3v3.dm_26.dm_meta,2272095,0:11:48,1564938,2503425,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5033333333,0.36,0.2143477819,0.9341868691,,0:11:48,^3Xen_Crypt,^7nero,MOD_DISRUPTOR_SNIPER,4.155744553,0.1259316504,8.977660179,272.0503235,538,24,0,160,252,16,342,,,473,388
2019-05-19 kothis 4v4.dm_26.dm_meta,2059612,0:08:47,1538113,2142376,MOD_DISRUPTOR_SNIPER,good,FALSE,0.3766666667,0.56,0.1333118611,0.5524498875,,0:08:47,^3Xen_Crypt,^2Greenman,MOD_DISRUPTOR_SNIPER,0.9036380053,0.003422871232,6.690892696,202.7543182,1223,0,0,88,106,0,284,,,1,0
2019-06-29 ziost 4v4 (2).dm_26.dm_meta,2146369,0:09:23,1584412,2188543,MOD_DISRUPTOR_SNIPER,good,FALSE,0.36,0.5133333333,0.224118086,0.6970724071,,0:09:23,^3Xen_Crypt,^7gengszter99,MOD_DISRUPTOR_SNIPER,1.010980964,0.007658946794,1.791714787,54.29438782,1906,3,0,95,694,308,719,,,190,66
2019-07-12 kejim 4v4.dm_26.dm_meta,1298954,0:19:48,112010,1325882,MOD_DISRUPTOR_SNIPER,good,FALSE,0.3366666667,0.4133333333,0.5363416454,0.5279942042,,0:19:48,^3Xen_Crypt,^7x,MOD_DISRUPTOR_SNIPER,0,0,2.47090435,74.87589264,1945,649,173,664,299,124,483,,,177,41
2020-01-18 ctf4 4v4.dm_26.dm_meta,1395883,0:06:44,997177,2206957,MOD_DISRUPTOR_SNIPER,good,FALSE,0.39,0.5066666667,0.1457055497,0.9117553536,,0:06:44,^3Xen_Crypt,^7ari^5Z^7a,MOD_DISRUPTOR_SNIPER,1.595043063,0.006904948503,4.07309866,123.4272308,1946,0,0,115,288,435,352,,,31,22
2020-02-07 kejim 2v2.dm_26.dm_meta,87386858,0:33:47,86309375,88156550,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5166666667,0.57,0.1950601625,0.9628052585,,0:33:47,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,1.215914011,0.00526369689,7.426922321,225.0582581,1676,0,0,0,382,299,406,,,389,305
2020-02-08 telti 4v4.dm_26.dm_meta,966149,0:12:49,198734,1412837,MOD_DISRUPTOR_SNIPER,good,TRUE,0.4533333333,0.6833333333,0.3696646553,0.6947948048,,0:12:49,^1Sabby,^7FP,MOD_DISRUPTOR_SNIPER,0,0,0.1292937249,3.917991638,5694,0,0,0,0,0,639,,,0,0
2020-02-28 kharzet 4v4.dm_26.dm_meta,504545,0:07:04,81782,1296479,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4933333333,0.4133333333,0.5611976,0.6788806899,,0:07:04,^3Xen_Crypt,^7csr lost his config,MOD_DISRUPTOR_SNIPER,0,0,15.67874336,475.1134338,548,488,145,528,826,165,791,,,367,103
2020-03-21 nelvaan 3v3.dm_26.dm_meta,890546,0:11:23,209327,1080296,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5466666667,0.4666666667,0.8766809915,0.3049087594,,0:11:23,^3Xen_Crypt,^4^^0ub^43^7rn00^4b,MOD_DISRUPTOR_SNIPER,1.227645397,0.009300343692,8.820471764,267.2870178,980,312,102,356,251,0,435,,,1169,704
2020-04-05 ctf4 4v4.dm_26.dm_meta,3055680,0:10:34,2427657,3247377,MOD_DISRUPTOR_SNIPER,good,FALSE,0.56,0.4333333333,0.3047183439,0.961495459,,0:10:34,^3Xen_Crypt,^2alemao,MOD_DISRUPTOR_SNIPER,3.909114838,0.01974300481,32.70627594,991.0993042,637,18,217,143,337,213,375,,,575,483
2020-04-06 nelvaan 3v3.dm_26.dm_meta,7756220,0:04:50,7467140,8452652,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4066666667,0.3666666667,0.5071318568,0.5382910911,,0:04:50,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0,0,15.12201118,458.2427673,1277,487,481,574,371,251,570,,,161,103
2020-04-19 telti 4v4 (2).dm_26.dm_meta,1697037,0:06:02,1336248,2220978,MOD_DISRUPTOR_SNIPER,good,TRUE,0.5233333333,0.4866666667,0.2188755813,0.9896585335,,0:06:02,^3Xen_Crypt,^7flower,MOD_DISRUPTOR_SNIPER,1.351921082,0.006827884354,2.298697233,69.65749359,87,0,0,125,1009,0,1212,,,77,0
2020-04-19 telti 4v4 (2).dm_26.dm_meta,1833987,0:08:19,1336248,2220978,MOD_DISRUPTOR_SNIPER,good,TRUE,0.5333333333,0.4966666667,0.4670861414,0.6799909781,,0:08:19,^3Xen_Crypt,^7SAO^1^^7Gato^1^^7I,MOD_DISRUPTOR_SNIPER,0.6275203228,0.003803153522,2.906195164,88.06652069,2537,0,0,8,1166,139,1130,,,1165,997
2020-05-09 ctf4 3v5.dm_26.dm_meta,12804902,0:10:44,12376793,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5033333333,0.5566666667,0.4150124539,0.2041329365,,0:10:44,^3Xen_Crypt,^7life sucks without x,MOD_DISRUPTOR_SNIPER,0,0,15.67318344,474.9449463,366,0,0,224,291,300,299,,,443,253
2020-05-10 ctf4 4v4.dm_26.dm_meta,924074,0:14:05,72047,1295258,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5166666667,0.5966666667,0.3442406815,0.3945780071,,0:14:05,^3Xen_Crypt,^7enab,MOD_DISRUPTOR_SNIPER,0,0,2.067211151,62.64276123,619,0,0,154,664,327,648,,,423,236
2020-05-14 salliche 4v4.dm_26.dm_meta,1291896,0:18:11,201906,1416207,MOD_DISRUPTOR_SNIPER,good,FALSE,0.45,0.34,0.6341610759,0.5637983946,,0:18:11,^3Xen_Crypt,^7M^0er^6c^0e^7r SPEC FNNEED,MOD_DISRUPTOR_SNIPER,0,0,3.438532114,104.1979446,841,773,251,800,1079,59,959,,,348,35
2020-05-16 manaan 2v2.dm_26.dm_meta,2341362,0:16:40,1342089,2556258,MOD_DISRUPTOR_SNIPER,good,FALSE,0.58,0.4233333333,0.5460602099,0.2857802325,,0:16:40,^7xen,^7<@248198723589373953>,MOD_DISRUPTOR_SNIPER,4.164861679,0.1262079328,11.48690987,348.0881653,405,387,181,401,328,237,392,,,898,708
2020-06-06 nelvaan 3v3.dm_26.dm_meta,557741,0:08:52,26738,905264,MOD_DISRUPTOR_SNIPER,good,FALSE,0.53,0.4533333333,0.201373492,0.6602186468,,0:08:52,^3Xen_Crypt,^7old revan,MOD_DISRUPTOR_SNIPER,0,0,3.963347435,120.1014404,325,0,0,0,533,524,567,,,256,173
2020-06-06 taloraan 3v3.dm_26.dm_meta,397291,0:06:37,7528,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.3966666667,0.5366666667,0.08329399576,0.8278021804,,0:06:37,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,1.516600847,0.007659600116,1.899157763,57.55023575,1238,0,0,126,40,0,45,,,0,0
2020-06-14 ctf4 2v2.dm_26.dm_meta,51585838,0:09:04,51312928,52445389,MOD_DISRUPTOR_SNIPER,good,FALSE,0.3966666667,0.57,0.06279273373,0.5699347147,,0:09:04,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,1.183493257,0.004482929129,1.319880605,39.99638367,1240,0,0,0,43,0,36,,,0,0
2020-06-20 kejim 3v3 (2).dm_26.dm_meta,4656022,0:02:32,4504882,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.43,0.6,0.09987853435,0.8681349649,,0:02:32,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,1.717753768,0.007436163723,2.435411453,73.80034637,1185,70,0,106,13,0,127,,,0,0
2020-06-20 kejim 3v3 (3).dm_26.dm_meta,12249813,0:15:51,11300238,12311127,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6666666667,0.68,0.4012492625,0.9961182721,,0:15:51,^7xenspec,^7csr,MOD_DISRUPTOR_SNIPER,1.563430071,0.005922083743,15.04699612,455.969574,1110,0,0,148,488,6,566,,,459,226
2020-08-02 kothis 4v4 (4).dm_26.dm_meta,991629,0:01:03,930216,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6,0.6033333333,0.32206113,0.9782508247,,0:01:03,^7xen,^7Seaal,MOD_DISRUPTOR_SNIPER,1.764537334,0.006683853455,10.39565754,315.019928,1374,0,0,0,0,0,671,,,0,0
2020-08-02 ziost 4v4 (2).dm_26.dm_meta,564836,0:04:19,306677,1520681,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5233333333,0.5566666667,0.2330070608,0.4221623599,,0:04:19,^3Xen_Crypt,^4h^0annah,MOD_DISRUPTOR_SNIPER,0,0,4.408680916,133.5963898,529,0,0,0,344,310,340,,,642,565
2020-08-03 ctf4 4v4 (2).dm_26.dm_meta,1343768,0:02:08,1217312,2431349,MOD_DISRUPTOR_SNIPER,good,FALSE,0.3733333333,0.5033333333,0.1708354911,0.5176096248,,0:02:08,^3Xen_Crypt,^7padawancooking,MOD_DISRUPTOR_SNIPER,0.73364079,0.002778942464,5.801095963,175.7907867,1058,0,0,0,0,0,366,,,0,0
2020-08-03 ctf4 4v4 (3).dm_26.dm_meta,3451354,0:13:05,2667472,3881773,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4333333333,0.55,0.07796199909,0.5008774701,,0:13:05,^3Xen_Crypt,^7sigh-donis,MOD_DISRUPTOR_SNIPER,0.5368987918,0.00542322034,2.109439373,63.92240524,1479,0,0,60,104,0,94,,,1,0
2020-08-04 dantooine 4v4.dm_26.dm_meta,489625,0:08:10,6439,1173220,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6333333333,0.55,0.545805093,0.6643777295,,0:08:10,^7??,^7notspec,MOD_DISRUPTOR_SNIPER,0,0,4.792951584,145.2409515,402,541,271,530,572,279,606,,,487,303
2020-08-22 sikurd 4v4.dm_26.dm_meta,1387464,0:18:22,286749,1501611,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5433333333,0.4533333333,0.1613125449,0.8570573499,,0:18:22,^3Xen_Crypt,^1seeker destroyer 9000,MOD_DISRUPTOR_SNIPER,3.719131708,0.05635048077,8.046891212,243.8451843,620,0,0,2,238,242,357,,,408,368
2020-09-01 talravin 4v4.dm_26.dm_meta,2751519,0:04:18,2494680,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.43,0.52,0.2765035911,0.6166414174,,0:04:18,^3Xen_Crypt,^7Seaal,MOD_DISRUPTOR_SNIPER,0.1897329688,0.002874742029,0.9327709675,28.26578712,1158,0,0,43,96,444,227,,,652,647
2021-01-16 ctf2 5v4.dm_26.dm_meta,808999,0:13:29,44422,1216087,MOD_DISRUPTOR_SNIPER,good,FALSE,0.46,0.6866666667,0.09585824116,0.8676031008,,0:13:29,FUNPOLICE,Padawan ^7(^502^7),MOD_DISRUPTOR_SNIPER,1.474021792,0.001786693116,14.37068939,435.4754333,1236,0,0,25,98,0,186,,,1,0
4 xenplaying0 mpctf_kejim 2022-02-07_04-14-08.dm_26.dm_meta,975422,0:10:29,346838,1562459,MOD_DISRUPTOR_SNIPER,good,FALSE,0.57,0.4466666667,0.8662656908,0.6546594037,,0:10:29,^7xenplaying0,^7Tayst_Crypt,MOD_DISRUPTOR_SNIPER,0,0,2.594658136,78.62600708,482,0,0,159,606,418,624,,,2018,1748
fastflipkick_ctf4.dm_26.dm_meta,516949,0:08:37,515002,529984,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5566666667,0.6366666667,0.1832704036,0.8995289503,,0:08:37,^3Xen_Crypt,STIFMIESTER,MOD_DISRUPTOR_SNIPER,0.1538085938,0.004660866689,7.062342167,214.010376,796,0,0,0,119,228,197,,,484,472
ski_offense_ctf4_014_smooth.dm_26.dm_meta,46384250,0:23:51,44956900,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4033333333,0.52,0.07810618311,0.8858302234,,0:23:51,^5Skiboda,evrae,MOD_DISRUPTOR_SNIPER,1.491108179,0.002485180274,5.43573761,164.7193298,1379,0,0,84,0,0,1,,,0,0
2017-12-29 dosuun 2v2.dm_26.dm_meta,1936848,0:09:51,1346412,2561769,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.41,0.3533333333,0.7807276683,0.9991450321,,0:09:51,^3Xen_Crypt,,MOD_FLECHETTE_ALT_SPLASH,2.945816517,0.02231679112,5.711966038,173.0898743,287,271,190,350,155,312,855,,,184,82
2018-01-12 manaan 4v4.dm_26.dm_meta,1370267,0:19:37,194180,1409570,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3166666667,0.5,0.4750712965,0.9856042094,,0:19:37,^6X^7ennifer,^7bra^2/^3/^4/^7sith,MOD_FLECHETTE_ALT_SPLASH,0,0,10.35693932,313.8466492,198,537,248,493,225,75,528,,,8,2
2018-05-10 dosuun 4v4.dm_26.dm_meta,305592,0:02:10,176463,1391490,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.27,0.24,0.5740683554,0.9796466171,,0:02:10,^3Xen_Crypt,,MOD_FLECHETTE_ALT_SPLASH,0.6323822141,0.01916309819,17.93364716,543.4438477,180,297,11,98,298,29,455,,,33,0
2018-05-12 kejim 2v2.dm_26.dm_meta,1866162,0:06:28,1479600,,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3566666667,0.3733333333,0.6899653685,0.9624578175,,0:06:28,^3Xen_Crypt,^7????,MOD_FLECHETTE_ALT_SPLASH,0,0,40.84727478,1237.796265,41,785,528,181,989,175,721,,,240,11
2018-05-18 hagrent 4v4.dm_26.dm_meta,1058978,0:14:32,187613,1472468,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4766666667,0.5266666667,0.6660484708,0.9962428401,,0:14:32,^3Xen_Crypt,^1^^7Seef^1.,MOD_FLECHETTE_ALT_SPLASH,0,0,2.965540648,89.86486816,333,407,0,351,812,344,896,,,845,52
2018-05-20 sikurd 4v4.dm_26.dm_meta,1193684,0:17:52,122339,,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.44,0.48,0.6805104619,0.9912252034,,0:17:52,^3Xen_Crypt,^7Jan,MOD_FLECHETTE_ALT_SPLASH,0,0,3.140000343,95.1515274,135,352,567,439,57,220,331,,,7,0
2018-05-27 kejim 4v4.dm_26.dm_meta,494084,0:06:54,80627,,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.2266666667,0.1233333333,0.5298315531,0.5943771128,,0:06:54,^3Xen_Crypt,^7nero,MOD_FLECHETTE_ALT_SPLASH,0,0,0.4480549991,13.57742405,433,190,0,99,180,12,354,,,37,13
2018-05-30 ramodi 4v4.dm_26.dm_meta,944538,0:12:24,201510,1416636,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4833333333,0.5,0.07274779158,0.9249925517,,0:12:24,^3Xen_Crypt,,MOD_FLECHETTE_ALT_SPLASH,0,0,14.07618904,426.551178,63,1009,2,401,964,229,689,,,991,525
2018-06-02 talravin 4v4.dm_26.dm_meta,536192,0:07:19,97721,1312319,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.55,0.5666666667,0.9359111625,0.9969015714,,0:07:19,^3Xen_Crypt,,MOD_FLECHETTE_ALT_SPLASH,0,0,23.60626793,715.3414307,122,329,661,166,615,117,734,,,438,194
2018-07-19 kejim 4v4.dm_26.dm_meta,608759,0:02:07,482633,1697726,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.5133333333,0.4066666667,0.2277973275,0.8399853023,,0:02:07,^3Xen_Crypt,^0time to oil up,MOD_FLECHETTE_ALT_SPLASH,0,0,10.39908314,315.1237183,118,436,5,400,359,560,682,,,674,444
2018-08-19 talay 4v4.dm_26.dm_meta,395542,0:06:36,5185,832198,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4133333333,0.49,0.6194498434,0.9832722563,,0:06:36,^3Xen_Crypt,^7kreS,MOD_FLECHETTE_ALT_SPLASH,0,0,2.469664574,74.83831787,60,301,328,326,63,20,252,,,3,0
2018-08-19 talay 4v4.dm_26.dm_meta,554998,0:09:15,5185,832198,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.6233333333,0.4933333333,0.5145998447,0.9915706423,,0:09:15,^3Xen_Crypt,^2^^0F^7lk,MOD_FLECHETTE_ALT_SPLASH,0,0,84.88192749,2572.179688,126,463,263,309,491,739,725,,,1283,478
2018-09-01 salliche 4v4.dm_26.dm_meta,1208930,0:17:23,166823,1381025,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.34,0.4333333333,0.7000510745,0.5369047524,,0:17:23,^3Xen_Crypt,^7ping too low,MOD_FLECHETTE_ALT_SPLASH,2.442352295,0.07401067764,2.990723848,90.62799835,49,241,178,230,121,207,534,,,11,0
2018-12-14 kharzet 4v4.dm_26.dm_meta,663477,0:07:45,199134,,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.2966666667,0.26,0.7067883685,0.7439842149,,0:07:45,^3XEN_CRYPT,^5ski,MOD_FLECHETTE_ALT_SPLASH,0,0,6.689532757,202.7131195,130,904,141,148,373,359,866,,,472,139
2019-06-08 dantooine 4v4 0451.dm_26.dm_meta,1204838,0:17:27,158771,1373633,MOD_FLECHETTE_ALT_SPLASH,good,TRUE,0.5166666667,0.3533333333,0.0004772374284,0.9961924468,,0:17:27,^3Xen_Crypt,^7R U T H L E S S,MOD_FLECHETTE_ALT_SPLASH,64.0873642,0.2427551746,75.17607117,2278.062744,157,277,0,215,649,576,732,,,826,120
2019-07-12 talay 4v4.dm_26.dm_meta,964041,0:11:25,210453,1495407,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.43,0.51,0.7903397166,0.9980245708,,0:11:25,^3Xen_Crypt,^2blessed cat,MOD_FLECHETTE_ALT_SPLASH,1.569238424,0.007925446145,37.84902954,1146.940308,235,383,588,541,373,6,664,,,112,25
2019-07-13 kejim 4v4.dm_26.dm_meta,955036,0:06:58,538015,1752811,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4533333333,0.5333333333,0.356985011,0.9981873036,,0:06:58,^3Xen_Crypt,^7R U T H L E S S,MOD_FLECHETTE_ALT_SPLASH,0,0,5.134983063,155.605545,774,617,267,516,472,134,658,,,356,83
2019-12-26 kejim 4v4.dm_26.dm_meta,847052,0:11:28,88712,1498373,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4566666667,0.5933333333,0.3265725361,0.9943922792,,0:11:28,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_FLECHETTE_ALT_SPLASH,2.755795002,0.04175446928,37.3350296,1131.364502,122,329,10,315,149,117,415,,,4,0
2020-01-17 carratos 4v4.dm_26.dm_meta,1072743,0:13:35,258963,1473891,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3733333333,0.4566666667,0.6757110458,0.990927859,,0:13:35,^3Xen_Crypt,^7Padawan,MOD_FLECHETTE_ALT_SPLASH,4.928090572,0.02986721508,27.82224464,843.0983276,53,399,658,326,185,22,314,,,8,0
2020-01-17 kejim 4v4 (3).dm_26.dm_meta,3587124,0:10:04,2988240,4198053,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.55,0.4966666667,0.2613079674,0.9847310587,,0:10:04,^3Xen_Crypt,^1-=cAtA=-,MOD_FLECHETTE_ALT_SPLASH,0.06614645571,0.00200443808,9.027802467,273.5697632,302,318,0,458,571,558,821,,,794,448
2020-01-20 nelvaan 3v3.dm_26.dm_meta,699773,0:10:43,57989,1272092,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.56,0.6,0.02716670389,0.9970442398,,0:10:43,^3Xen_Crypt,^7duo,MOD_FLECHETTE_ALT_SPLASH,0,0,22.17848015,672.0751343,161,717,243,649,1020,9,715,,,1988,1600
2020-02-09 kejim 4v4 (2).dm_26.dm_meta,1144943,0:17:26,99767,1314563,MOD_FLECHETTE_ALT_SPLASH,good,TRUE,0.6666666667,0.5133333333,0.01915401132,0.9981996975,,0:17:26,^3Xen_Crypt,^7Coronavirus-chan,MOD_FLECHETTE_ALT_SPLASH,0,0,123.7878723,3751.147705,358,398,264,522,1520,634,993,,,2478,1816
2020-02-21 salliche 4v4.dm_26.dm_meta,1297473,0:16:50,288300,1502700,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.42,0.55,0.3056058417,0.9927355324,,0:16:50,^3Xen_Crypt,^5ski,MOD_FLECHETTE_ALT_SPLASH,2.693874598,0.04081628099,54.57540894,1653.800293,321,326,42,286,113,51,361,,,2,0
2020-02-23 telti 4v4.dm_26.dm_meta,408977,0:04:20,150686,1364624,MOD_FLECHETTE_ALT_SPLASH,good,TRUE,0.56,0.4433333333,0.4148348816,0.9989175763,,0:04:20,^3Xen_Crypt,^7CSMA/CD,MOD_FLECHETTE_ALT_SPLASH,0,0,145.7842712,4417.705078,219,301,192,590,862,637,746,,,1075,42
2020-04-01 carratos 4v4.dm_26.dm_meta,391718,0:04:55,98381,1312253,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3833333333,0.4466666667,0.7290623535,0.9934254622,,0:04:55,^3Xen_Crypt,,MOD_FLECHETTE_ALT_SPLASH,1.945177436,0.0589447692,6.109931946,185.1494598,184,608,717,669,551,146,711,,,292,14
2020-04-18 kejim 4v4.dm_26.dm_meta,505968,0:06:06,140757,1537416,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.5733333333,0.5533333333,0.5013335836,0.9887812006,,0:06:06,^3Xen_Crypt,^7x,MOD_FLECHETTE_ALT_SPLASH,0,0,15.97047234,483.9537048,128,297,32,576,844,276,879,,,1349,454
2020-04-26 kejim 4v4.dm_26.dm_meta,670832,0:09:53,79472,1546982,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.6266666667,0.68,0.4925034027,0.9968405977,,0:09:53,^3Xen_Crypt,^0ent,MOD_FLECHETTE_ALT_SPLASH,0.2911376953,0.001764470828,37.93115997,1149.429077,190,520,480,508,759,136,651,,,697,314
2020-05-03 kharzet 4v4.dm_26.dm_meta,1167297,0:15:35,233859,1448787,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.5266666667,0.3333333333,0.00125359406,0.9874224805,,0:15:35,^7xenplaying9s,^4h^74^5x'^7t/f^4a^7y^5',MOD_FLECHETTE_ALT_SPLASH,48.58840942,0.2453960031,78.68675995,2384.447266,87,903,294,407,883,104,709,,,1263,513
2020-06-02 kejim 4v4.dm_26.dm_meta,956616,0:11:37,260514,1659714,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.39,0.5766666667,0.2789639929,0.7332557922,,0:11:37,^3Xen_Crypt,^7gelad.,MOD_FLECHETTE_ALT_SPLASH,0,0,32.90745163,997.1954956,56,657,140,691,748,244,691,,,734,93
2020-06-20 nelvaan 4v4 0310.dm_26.dm_meta,836921,0:07:12,280013,1621034,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4533333333,0.5333333333,0.8413838502,0.04563432244,,0:07:12,^7xenspec,^7Kim Jong Un,MOD_FLECHETTE_ALT_SPLASH,0,0,40.27141953,1220.346069,267,209,491,726,144,115,784,,,60,11
2020-08-01 illimiran 4v4.dm_26.dm_meta,437885,0:02:15,304598,1519394,MOD_FLECHETTE_ALT_SPLASH,good,TRUE,0.5033333333,0.4533333333,0.09647518169,0.9285310832,,0:02:15,^3Xen_Crypt,^7teh,MOD_FLECHETTE_ALT_SPLASH,0,0,1.629869103,49.38997269,144,287,49,231,712,238,754,,,2922,2195
2020-08-01 kejim 4v4.dm_26.dm_meta,1478870,0:18:37,362876,1577771,MOD_FLECHETTE_ALT_SPLASH,good,TRUE,0.4166666667,0.5,0.1361524828,0.9920257111,,0:18:37,^3Xen_Crypt,^0ent,MOD_FLECHETTE_ALT_SPLASH,2.567729473,0.038904991,61.06194687,1850.362061,111,605,491,712,595,1230,855,,,197,87
2020-08-02 kejim 4v4.dm_26.dm_meta,1304568,0:18:57,168345,1383273,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.56,0.4533333333,0.02651374515,0.7488079864,,0:18:57,^3Xen_Crypt,^7lg,MOD_FLECHETTE_ALT_SPLASH,0,0,104.0042572,3151.644287,96,744,139,451,644,405,808,,,2111,1802
2020-08-03 kejim 4v4 (4).dm_26.dm_meta,887646,0:06:17,512304,1727133,MOD_FLECHETTE_ALT_SPLASH,good,TRUE,0.35,0.5,0.6908703413,0.01010774881,,0:06:17,^3Xen_Crypt,^7lg,MOD_FLECHETTE_ALT_SPLASH,0,0,62.68716049,1899.610962,71,805,933,353,407,457,610,,,1089,692
2020-08-15 ramodi 4v4.dm_26.dm_meta,1289318,0:18:49,161147,1375943,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.42,0.56,0.4019416288,0.9893255262,,0:18:49,^3Xen_Crypt,^7Seaal,MOD_FLECHETTE_ALT_SPLASH,0,0,59.43212509,1800.973511,178,339,108,388,81,24,350,,,0,0
