_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,prob_nb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
2020-04-10 nelvaan 3v3.dm_26.dm_meta,1038617,0:16:23,56900,,MOD_DISRUPTOR,good,FALSE,,,,,0.8417626322,0:16:23,^3Xen_Crypt,^7lune^6HEY,MOD_DISRUPTOR,0,0,5.557477951,168.4084167,238,360,152,340,457,119,406,,,583,75
2020-04-10 talay 4v4.dm_26.dm_meta,389210,0:03:11,199625,,MOD_DISRUPTOR,good,FALSE,,,,,0.9873148644,0:03:11,^3Xen_Crypt,^7CYD BASE ONLY,MOD_DISRUPTOR,1.835382819,0.009269610047,1.884155273,57.09561539,554,709,124,837,139,0,45,,,3,0
2020-04-12 paulking 4v4.dm_26.dm_meta,1451055,0:12:54,678624,1893519,MOD_DISRUPTOR,good,FALSE,,,,,0.9254415992,0:12:54,^3Xen_Crypt,^7enab,MOD_DISRUPTOR,0,0,1.502889991,45.54212189,198,578,17,446,746,135,513,,,277,74
2020-04-14 ctf4 4v4.dm_26.dm_meta,625948,0:10:26,14062,720427,MOD_DISRUPTOR,good,FALSE,,,,,0.9752854402,0:10:26,^3XEN_CRYPT,^7teh,MOD_DISRUPTOR,0.1483154297,0.004494406749,2.086802244,63.23643112,480,605,88,581,597,238,721,,,53,19
2020-04-14 kejim 4v4 (2).dm_26.dm_meta,686878,0:08:13,144226,,MOD_DISRUPTOR,good,FALSE,,,,,0.835135776,0:08:13,^3XEN_CRYPT,^7teh,MOD_DISRUPTOR,0,0,14.24077511,431.5386353,312,424,222,609,428,16,345,,,47,0
2020-04-14 kejim 4v4 (2).dm_26.dm_meta,1369054,0:19:35,144226,,MOD_DISRUPTOR,good,TRUE,,,,,0.9927495653,0:19:35,^3XEN_CRYPT,^3L^7aGgy,MOD_DISRUPTOR,0,0,2.907892466,88.11795044,1219,587,60,480,1235,56,1048,,,355,3
2020-04-14 paulking 4v4.dm_26.dm_meta,308859,0:02:07,182502,1397496,MOD_DISRUPTOR,good,FALSE,,,,,0.9789648016,0:02:07,^3XEN_CRYPT,^7kitten=bestchase,MOD_DISRUPTOR,0,0,14.52519798,440.1575317,211,580,60,530,707,405,518,,,107,6
2020-04-17 kharzet 4v4.dm_26.dm_meta,858144,0:10:42,216954,1431882,MOD_DISRUPTOR,good,FALSE,,,,,0.9999650716,0:10:42,^3Xen_Crypt,^7jaw4,MOD_DISRUPTOR,0,0,35.68336487,1081.314087,771,623,72,658,777,666,601,,,500,458
2020-04-18 kejim 4v4.dm_26.dm_meta,879330,0:12:20,140757,1537416,MOD_DISRUPTOR,good,FALSE,,,,,0.9857790712,0:12:20,^3Xen_Crypt,^7x,MOD_DISRUPTOR,0,0,3.67539072,111.3754807,114,320,717,555,188,131,213,,,114,42
2020-04-19 nelvaan 4v4 (2).dm_26.dm_meta,2060565,0:13:06,1275462,2096733,MOD_DISRUPTOR,good,FALSE,,,,,0.7782948572,0:13:06,^3Xen_Crypt,^7jaw4,MOD_DISRUPTOR,0.7175889015,0.007248372771,11.48711014,348.0942383,490,462,106,467,403,226,469,,,39,3
2020-04-29 ctf4 4v4.dm_26.dm_meta,596380,0:09:56,9475,,MOD_DISRUPTOR,good,FALSE,,,,,0.6074701189,0:09:56,^3Xen_Crypt,^7playing,MOD_DISRUPTOR,1.260893583,0.03820889816,24.97703743,756.8799438,256,413,99,564,124,30,2,,,5,1
2020-05-10 kharzet 4v4.dm_26.dm_meta,706674,0:08:43,185670,1280676,MOD_DISRUPTOR,good,FALSE,,,,,0.9818158083,0:08:43,^3Xen_Crypt,^7i miss kitten,MOD_DISRUPTOR,0,0,20.44719505,619.6119995,313,684,194,668,330,0,469,,,13,0
2020-05-10 kothis 4v4 (5).dm_26.dm_meta,415115,0:00:40,375911,1590377,MOD_DISRUPTOR,good,FALSE,,,,,0.8172363413,0:00:40,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR,0,0,5.239752769,158.7803802,408,447,0,437,784,0,606,,,78,0
2020-05-13 kejim 4v4.dm_26.dm_meta,729774,0:08:23,227448,1442409,MOD_DISRUPTOR,good,FALSE,,,,,0.9528076222,0:08:23,^3Xen_Crypt,^7CYD NOT CHASE,MOD_DISRUPTOR,0,0,4.464195251,135.2786407,164,573,34,499,771,215,596,,,218,57
2020-05-16 dantooine 4v4 (3).dm_26.dm_meta,676083,0:00:18,659187,1989351,MOD_DISRUPTOR,good,FALSE,,,,,0.9858357463,0:00:18,^7xenspec,^7lg,MOD_DISRUPTOR,0,0,1.357711911,41.14278412,425,546,56,633,919,244,794,,,183,32
2020-05-16 kejim 4v4 (3).dm_26.dm_meta,2491351,0:07:57,2348527,,MOD_DISRUPTOR,good,FALSE,,,,,0.9910801079,0:07:57,^7xen,^7lg,MOD_DISRUPTOR,0,0,6.822671413,206.7476196,475,683,13,848,123,31,276,,,3,0
2020-05-16 kejim 4v4 (3).dm_26.dm_meta,2504353,0:08:10,2348527,,MOD_DISRUPTOR,good,FALSE,,,,,0.7982771712,0:08:10,^7xen,^7L^1S,MOD_DISRUPTOR,0.5822753906,0.01764470898,0.8789920807,26.63612366,203,351,505,381,92,0,26,,,1,0
2020-05-16 manaan 2v2.dm_26.dm_meta,2439009,0:18:18,1342089,2556258,MOD_DISRUPTOR,good,FALSE,,,,,0.9708087575,0:18:18,^7xen,^7<@248198723589373953>,MOD_DISRUPTOR,1.193736672,0.03617383912,5.518527985,167.2281189,547,163,0,231,38,391,246,,,610,609
2020-05-17 paulking 4v4.dm_26.dm_meta,363800,0:04:51,74489,1289351,MOD_DISRUPTOR,good,FALSE,,,,,0.8859343786,0:04:51,^3Xen_Crypt,^7<:no:694255361196032021>,MOD_DISRUPTOR,0,0,0,0,964,497,77,463,636,287,570,,,211,88
2020-05-17 paulking 4v4.dm_26.dm_meta,860846,0:13:08,74489,1289351,MOD_DISRUPTOR,good,FALSE,,,,,0.8399192443,0:13:08,^3Xen_Crypt,^7<:no:694255361196032021>,MOD_DISRUPTOR,0,0,3.53733325,107.1919174,624,563,290,453,273,135,331,,,128,11
2020-05-17 paulking 4v4.dm_26.dm_meta,1072673,0:16:39,74489,1289351,MOD_DISRUPTOR,good,FALSE,,,,,0.9386993423,0:16:39,^3Xen_Crypt,^7<:no:694255361196032021>,MOD_DISRUPTOR,1.008111596,0.01527441852,2.658152103,80.55006409,507,0,0,259,498,378,572,,,557,387
2020-05-20 kejim 4v4 (2).dm_26.dm_meta,1392084,0:19:19,234510,1449405,MOD_DISRUPTOR,good,FALSE,,,,,0.9895995625,0:19:19,^3Xen_Crypt,^3Pro_Crypt,MOD_DISRUPTOR,0,0,10.05473232,304.6888733,781,646,1,529,906,315,788,,,165,11
2020-05-20 kejim 4v4.dm_26.dm_meta,578593,0:09:39,462136,,MOD_DISRUPTOR,good,FALSE,,,,,1,0:09:39,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,0.4541753829,0.01376289036,4.585134029,138.9434509,634,264,96,319,156,175,291,,,1864,1837
2020-05-20 nelvaan 4v4.dm_26.dm_meta,573255,0:06:11,203853,1418253,MOD_DISRUPTOR,good,FALSE,,,,,0.6998703184,0:06:11,^3Xen_Crypt,^3<^7pro^4*,MOD_DISRUPTOR,0,0,45.21769714,1370.233276,127,466,0,439,395,56,378,,,142,83
2020-05-20 nelvaan 4v4.dm_26.dm_meta,836595,0:10:34,203853,1418253,MOD_DISRUPTOR,good,FALSE,,,,,0.6392953833,0:10:34,^3Xen_Crypt,^7playing,MOD_DISRUPTOR,0,0,59.68828583,1808.735962,51,453,0,415,278,0,373,,,8,0
2020-05-20 nelvaan 4v4.dm_26.dm_meta,1115214,0:15:13,203853,1418253,MOD_DISRUPTOR,good,FALSE,,,,,0.7444842203,0:15:13,^3Xen_Crypt,^3<^7pro^4*,MOD_DISRUPTOR,0,0,4.917866707,149.0262604,876,270,0,283,599,275,446,,,517,28
2020-05-22 ctf4 4v4.dm_26.dm_meta,740202,0:06:33,348492,1553388,MOD_DISRUPTOR,good,FALSE,,,,,0.5736441377,0:06:33,^3Xen_Crypt,^7padawan,MOD_DISRUPTOR,0,0,30.14994049,913.6345825,144,429,0,433,212,0,220,,,7,0
2020-05-24 manaan 4v4.dm_26.dm_meta,1141280,0:17:04,118940,1333703,MOD_DISRUPTOR,good,FALSE,,,,,0.8170359191,0:17:04,^1Xen_Crypt,^7Padawan,MOD_DISRUPTOR,0.2416992188,0.00732421875,12.45850086,377.5303345,646,469,221,477,480,136,344,,,283,139
2020-06-12 kharzet 4v4.dm_26.dm_meta,262952,0:02:26,118511,1402145,MOD_DISRUPTOR,good,FALSE,,,,,0.9904973179,0:02:26,^3Xen_Crypt,^7L^1S,MOD_DISRUPTOR,0,0,12.3337326,373.7494812,893,572,280,638,846,31,750,,,366,36
2020-06-12 kharzet 4v4.dm_26.dm_meta,734918,0:10:18,118511,1402145,MOD_DISRUPTOR,good,FALSE,,,,,0.7854280147,0:10:18,^3Xen_Crypt,^7serk,MOD_DISRUPTOR,0,0,34.71829605,1052.06958,113,382,150,385,535,182,607,,,276,132
2020-06-20 kejim 4v4.dm_26.dm_meta,13754097,0:02:46,13589625,14274045,MOD_DISRUPTOR,good,FALSE,,,,,0.6727590128,0:02:46,^7xenspec,^0<pro*,MOD_DISRUPTOR,0,0,57.45993042,1741.210083,86,477,0,432,152,0,394,,,2,0
2020-06-20 nelvaan 3v3.dm_26.dm_meta,576320,0:07:18,138971,1353899,MOD_DISRUPTOR,good,FALSE,,,,,0.5468736214,0:07:18,^3Xen_Crypt,^7leonardo,MOD_DISRUPTOR,0,0,7.651675701,231.8689575,1944,251,0,333,852,163,594,,,271,57
2020-06-20 nelvaan 4v4 0310.dm_26.dm_meta,379079,0:01:40,280013,1621034,MOD_DISRUPTOR,good,FALSE,,,,,0.9635683591,0:01:40,^7xenspec,^0<pro*,MOD_DISRUPTOR,0,0,3.79686141,115.0564041,309,627,40,441,836,272,583,,,180,45
2020-06-20 nelvaan 4v4 0310.dm_26.dm_meta,1235462,0:13:51,280013,1621034,MOD_DISRUPTOR,good,FALSE,,,,,0.7795781997,0:13:51,^7xenspec,^7Kim Jong Un,MOD_DISRUPTOR,0,0,1.317008257,39.9093399,798,425,0,403,681,290,540,,,90,23
2020-06-24 jk_campgrounds 2v2.dm_26.dm_meta,29774,0:00:08,23405,,MOD_DISRUPTOR,good,FALSE,,,,,0.5885304585,0:00:08,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR,1.110067725,0.00840960443,20.35361099,616.776123,979,98,0,385,874,163,733,,,59,7
2020-07-01 paulking 4v4.dm_26.dm_meta,729704,0:09:40,151016,1365119,MOD_DISRUPTOR,good,FALSE,,,,,0.8960294888,0:09:40,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,0,0,4.431213379,134.2791901,473,477,290,406,713,247,587,,,131,32
2020-07-01 paulking 4v4.dm_26.dm_meta,795605,0:10:46,151016,1365119,MOD_DISRUPTOR,good,FALSE,,,,,0.9745644067,0:10:46,^3Xen_Crypt,^7:^5|,MOD_DISRUPTOR,0,0,45.68375015,1384.356079,227,612,28,520,777,310,611,,,130,30
2020-07-01 paulking 4v4.dm_26.dm_meta,923447,0:12:54,151016,1365119,MOD_DISRUPTOR,good,FALSE,,,,,0.5157064081,0:12:54,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_DISRUPTOR,1.449612498,0.0439276509,14.23606396,431.395874,534,322,0,342,334,128,728,,,65,25
2020-07-01 paulking 4v4.dm_26.dm_meta,1342778,0:19:53,151016,1365119,MOD_DISRUPTOR,good,FALSE,,,,,0.9079273284,0:19:53,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_DISRUPTOR,0,0,13.26312923,401.9129944,318,612,204,601,133,69,20,,,4,0
2020-07-11 kothis 4v4.dm_26.dm_meta,340011,0:01:42,239064,1298364,MOD_DISRUPTOR,good,FALSE,,,,,0.7895370229,0:01:42,^3Xen_Crypt,^7X's Holy Kitten,MOD_DISRUPTOR,0,0,18.738451,567.8318481,140,554,16,439,288,0,338,,,10,0
2020-07-11 kothis 4v4.dm_26.dm_meta,1137654,0:15:00,239064,1298364,MOD_DISRUPTOR,good,FALSE,,,,,0.8084503964,0:15:00,^3Xen_Crypt,^7X's Holy Kitten,MOD_DISRUPTOR,0,0,42.46295929,1286.756348,93,431,0,593,337,0,312,,,178,77
2020-07-11 talravin 4v4.dm_26.dm_meta,826068,0:07:28,379215,1683375,MOD_DISRUPTOR,good,FALSE,,,,,0.9813149917,0:07:28,^3Xen_Crypt,^7X's Holy Kitten,MOD_DISRUPTOR,0,0,7.263361454,220.1018677,368,629,172,573,614,116,738,,,242,75
2020-07-19 dantooine 2v2 (2).dm_26.dm_meta,10159354,0:05:24,9836152,10793152,MOD_DISRUPTOR,good,FALSE,,,,,0.988869053,0:05:24,^7xen,^1X'S APOSTLE,MOD_DISRUPTOR,0,0,12.60571003,381.9912109,447,516,51,409,830,345,636,,,546,266
2020-07-20 kejim 3v3.dm_26.dm_meta,1954866,0:09:23,1392810,2691162,MOD_DISRUPTOR,good,FALSE,,,,,0.9198604508,0:09:23,^7xen,^7lag,MOD_DISRUPTOR,1.520564914,0.04607772455,12.66629887,383.82724,792,660,185,645,113,0,58,,,2,0
2020-07-25 kharzet 4v4.dm_26.dm_meta,236820,0:01:43,135015,1349910,MOD_DISRUPTOR,good,FALSE,,,,,0.7083611987,0:01:43,^3Xen_Crypt,^7LG's groceries,MOD_DISRUPTOR,0,0,32.92985153,997.8742676,508,427,0,197,740,245,562,,,206,92
2020-07-25 kharzet 4v4.dm_26.dm_meta,1173261,0:17:19,135015,1349910,MOD_DISRUPTOR,good,FALSE,,,,,0.9998744984,0:17:19,^3Xen_Crypt,^7LG's groceries,MOD_DISRUPTOR,0,0,3.630586624,110.0177765,874,700,69,771,253,611,860,,,12,4
2020-07-25 kharzet 4v4.dm_26.dm_meta,1181016,0:17:27,135015,1349910,MOD_DISRUPTOR,good,FALSE,,,,,0.6580984299,0:17:27,^3Xen_Crypt,^5ski,MOD_DISRUPTOR,0,0,11.71932793,355.1311646,274,146,393,317,545,265,331,,,164,73
2020-07-26 nelvaan 4v4.dm_26.dm_meta,315921,0:01:36,221409,1436337,MOD_DISRUPTOR,good,FALSE,,,,,0.9291524718,0:01:36,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR,0,0,26.08745766,790.5290527,507,425,0,651,645,16,617,,,252,34
2020-07-26 nelvaan 4v4.dm_26.dm_meta,661893,0:07:22,221409,1436337,MOD_DISRUPTOR,good,FALSE,,,,,0.847906688,0:07:22,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR,0.6774654388,0.005132313818,8.636906624,261.7244568,369,425,0,379,640,210,568,,,332,151
2020-07-27 kejim 2v2 (2).dm_26.dm_meta,5513173,0:03:36,5298475,6503272,MOD_DISRUPTOR,good,FALSE,,,,,0.9751734963,0:03:36,^7xen,^1X'S APOSTLE,MOD_DISRUPTOR,0,0,3.592386484,108.860199,682,599,62,618,643,126,702,,,249,73
2020-07-31 krildor 4v4 (3).dm_26.dm_meta,1517645,0:19:02,268727,1590575,MOD_DISRUPTOR,good,FALSE,,,,,0.73255561,0:19:02,^3xen,^7csrbro,MOD_DISRUPTOR,0,0,2.318121672,70.24610901,699,446,4,459,514,23,402,,,270,83
2020-08-01 kejim 4v4 (2).dm_26.dm_meta,443891,0:05:06,139103,1353998,MOD_DISRUPTOR,good,FALSE,,,,,0.9664784587,0:05:06,^3Xen_Crypt,^5ski,MOD_DISRUPTOR,0,0,1.496733427,45.3555603,1130,614,66,558,730,290,602,,,108,23
2020-08-01 nelvaan 4v4 (3).dm_26.dm_meta,328329,0:00:57,272031,1164021,MOD_DISRUPTOR,good,FALSE,,,,,0.6196219894,0:00:57,^3Xen_Crypt,^7x,MOD_DISRUPTOR,0,0,24.09560394,730.1697998,191,369,190,341,389,161,440,,,266,52
2020-08-01 nelvaan 4v4.dm_26.dm_meta,486135,0:04:25,222729,1255101,MOD_DISRUPTOR,good,FALSE,,,,,0.51978709,0:04:25,^3Xen_Crypt,^7teh,MOD_DISRUPTOR,0,0,10.15825653,307.8259583,404,432,71,346,212,0,392,,,7,0
2020-08-01 nelvaan 4v4.dm_26.dm_meta,539793,0:05:18,222729,1255101,MOD_DISRUPTOR,good,FALSE,,,,,0.9539696907,0:05:18,^3Xen_Crypt,^7X's Holy Kitten,MOD_DISRUPTOR,0,0,4.933109283,149.4881592,318,397,163,438,696,301,601,,,519,6
2020-08-02 kothis 4v4.dm_26.dm_meta,707429,0:10:08,100559,1315388,MOD_DISRUPTOR,good,FALSE,,,,,0.9641475086,0:10:08,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,0,0,33.4806366,1014.564758,189,402,333,532,380,429,530,,,74,46
2020-08-02 telti 4v4.dm_26.dm_meta,742475,0:10:12,131579,1466495,MOD_DISRUPTOR,good,FALSE,,,,,0.9999999999,0:10:12,^3Xen_Crypt,^7teh,MOD_DISRUPTOR,0,0,3.76209569,114.0028992,472,405,126,679,336,603,442,,,1249,1246
2020-08-03 ctf4 4v4 (3).dm_26.dm_meta,2799439,0:02:13,2667472,3881773,MOD_DISRUPTOR,good,FALSE,,,,,0.5277476951,0:02:13,^3Xen_Crypt,^4r^7d^4l,MOD_DISRUPTOR,0,0,9.318072319,282.3658142,163,181,0,240,419,260,439,,,356,34
2020-08-04 ctf4 4v4.dm_26.dm_meta,4970183,0:08:26,4464920,,MOD_DISRUPTOR,good,FALSE,,,,,0.6442087941,0:08:26,^3Xen_Crypt,^7i,MOD_DISRUPTOR,0,0,7.773727894,235.5675201,1325,425,262,413,373,0,471,,,10,0
2020-08-08 kothis 4v4.dm_26.dm_meta,411122,0:03:38,195170,1409570,MOD_DISRUPTOR,good,FALSE,,,,,0.9990285338,0:03:38,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR,1.98950386,0.007535999641,1.98950386,60.28799438,516,327,49,299,578,211,461,,,942,693
2020-08-08 krildor 4v4 (2).dm_26.dm_meta,2165670,0:13:36,1350966,,MOD_DISRUPTOR,good,FALSE,,,,,0.9346080916,0:13:36,^3Xen_Crypt,^0ent,MOD_DISRUPTOR,4.615990639,0.04662616923,19.33540726,585.9214478,241,843,136,781,764,307,657,,,104,20
2020-08-09 kejim 2v2 (2).dm_26.dm_meta,1611662,0:12:20,872627,2086763,MOD_DISRUPTOR,good,FALSE,,,,,0.6074965489,0:12:20,^3xen,^7teh,MOD_DISRUPTOR,0,0,31.75858307,962.3812866,181,403,118,422,474,0,341,,,33,0
2020-08-10 dantooine 4v4 (3).dm_26.dm_meta,413036,0:04:59,115376,1330139,MOD_DISRUPTOR,good,FALSE,,,,,0.7124878397,0:04:59,^3Xeno,^7x,MOD_DISRUPTOR,0,0,3.436815977,104.1459427,874,242,60,251,817,48,678,,,443,108
2020-08-12 talravin 4v4 (2).dm_26.dm_meta,2212992,0:10:55,1559361,,MOD_DISRUPTOR,good,FALSE,,,,,0.576415169,0:10:55,^3Xen_Crypt,^7teh,MOD_DISRUPTOR,0,0,9.89140892,299.7396545,106,425,0,347,443,0,328,,,28,0
2020-08-14 trieron 3v3.dm_26.dm_meta,3399697,0:56:40,9079,3420784,MOD_DISRUPTOR,good,FALSE,,,,,0.896975326,0:56:40,^3Xen_Crypt,^7ALTP00Q,MOD_DISRUPTOR,1.477262855,0.01119138487,4.367255211,132.3410645,783,624,23,642,113,0,4,,,3,0
2020-08-14 trieron 3v3.dm_26.dm_meta,3412567,0:56:53,9079,3420784,MOD_DISRUPTOR,good,FALSE,,,,,0.5439951864,0:56:53,^3Xen_Crypt,^0ent,MOD_DISRUPTOR,0.1922607422,0.002913041506,1.668059707,50.5472641,721,464,0,330,410,0,305,,,23,0
2020-08-14 trieron 3v3.dm_26.dm_meta,3418078,0:56:58,9079,3420784,MOD_DISRUPTOR,good,FALSE,,,,,0.5676928702,0:56:58,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,1.413889647,0.04284514114,2.11712122,64.15518951,1023,447,0,440,508,67,395,,,166,40
2020-08-15 carratos 4v4.dm_26.dm_meta,1344428,0:19:09,196721,1411550,MOD_DISRUPTOR,good,FALSE,,,,,1,0:19:09,^3Xen_Crypt,^7X's Holy Kitten,MOD_DISRUPTOR,0,0,8.27831459,250.858017,334,425,0,285,27,386,403,,,1714,1714
2020-08-16 kharzet 4v4.dm_26.dm_meta,455969,0:03:19,258299,,MOD_DISRUPTOR,good,FALSE,,,,,0.9877079594,0:03:19,^7xen,^7gengszter99,MOD_DISRUPTOR,0,0,6.286378384,190.4963226,889,99,0,223,858,678,754,,,146,59
2020-08-21 kejim 4v4.dm_26.dm_meta,1061717,0:13:58,190154,1460588,MOD_DISRUPTOR,good,FALSE,,,,,0.993618322,0:13:58,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR,0,0,4.014946938,121.665062,169,444,0,562,818,301,646,,,662,19
2020-08-22 ramodi 4v4.dm_26.dm_meta,213452,0:01:29,125639,1340336,MOD_DISRUPTOR,good,FALSE,,,,,0.6765050394,0:01:29,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR,0.6718074679,0.02035780251,3.231105804,97.91230011,323,423,33,449,178,254,359,,,38,31
2020-08-22 sikurd 4v4 (2).dm_26.dm_meta,2273320,0:12:52,1502704,,MOD_DISRUPTOR,good,FALSE,,,,,0.998844131,0:12:52,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR,0,0,0.535125494,16.21592331,1418,472,135,511,603,261,743,,,875,333
2020-08-22 sikurd 4v4 (2).dm_26.dm_meta,2297509,0:13:16,1502704,,MOD_DISRUPTOR,good,FALSE,,,,,0.9731775443,0:13:16,^3Xen_Crypt,^1seeker destroyer 9000,MOD_DISRUPTOR,0,0,0.682944119,20.69527626,1063,597,152,586,663,350,535,,,60,4
2020-08-28 kejim 4v4 (4).dm_26.dm_meta,5265999,0:10:02,4665036,5879832,MOD_DISRUPTOR,good,FALSE,,,,,0.9603040496,0:10:02,^7Padawan,^7last rate only super lag,MOD_DISRUPTOR,0,0,2.557302475,77.49401855,434,600,22,512,723,289,563,,,130,35
2020-08-29 talravin 4v4.dm_26.dm_meta,388484,0:00:27,363173,1578002,MOD_DISRUPTOR,good,FALSE,,,,,0.6519140193,0:00:27,^3Xen_Crypt,^7sid(tired),MOD_DISRUPTOR,0,0,96.34854889,2919.653076,73,432,0,235,555,177,626,,,158,4
2020-09-04 talravin 4v4 1112.dm_26.dm_meta,360236,0:00:51,310043,1524080,MOD_DISRUPTOR,good,FALSE,,,,,0.9950961202,0:00:51,^3Xen_Crypt,^6^^7Nm^0.~^4e^5n^2t^3d^14^6r^0k.,MOD_DISRUPTOR,0,0,82.32772827,2494.779541,322,536,235,628,383,559,361,,,203,168
2020-09-05 paulking 4v4.dm_26.dm_meta,815339,0:11:46,110789,1325651,MOD_DISRUPTOR,good,FALSE,,,,,0.961672959,0:11:46,^7flor_mourner_2,^7teh,MOD_DISRUPTOR,0,0,3.343785048,101.3268204,329,617,97,540,712,195,543,,,213,60
2020-09-15 telti 4v4 (2).dm_26.dm_meta,1815709,0:01:51,1705654,,MOD_DISRUPTOR,good,FALSE,,,,,0.5606063467,0:01:51,^3Xen_Crypt,^7cocaine addict,MOD_DISRUPTOR,1.761113882,0.05336708575,10.33026981,313.0384827,444,425,0,320,658,45,443,,,315,78
2020-09-15 telti 4v4 (2).dm_26.dm_meta,1833034,0:02:09,1705654,,MOD_DISRUPTOR,good,FALSE,,,,,0.9439748607,0:02:09,^3Xen_Crypt,^7Seaal,MOD_DISRUPTOR,0.1032071859,0.0005212484393,9.733739853,294.9618225,1486,369,167,399,1179,198,1005,,,218,29
2020-09-19 nelvaan 4v4.dm_26.dm_meta,1056404,0:11:31,367001,1581698,MOD_DISRUPTOR,good,FALSE,,,,,0.5387711921,0:11:31,^7xenifneeded,^7L^4S,MOD_DISRUPTOR,1.479467154,0.04483233765,6.91919136,209.6724701,604,468,104,450,212,107,320,,,110,77
2020-09-20 kejim 3v3 0751.dm_26.dm_meta,1662556,0:06:02,1301767,2516629,MOD_DISRUPTOR,good,FALSE,,,,,0.5858743038,0:06:02,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR,0,0,40.28103256,1220.637329,226,438,0,281,478,222,349,,,127,59
4 xen mpctf_kejim 2021-12-22_22-35-08.dm_26.dm_meta,1326113,0:19:44,142931,1358552,MOD_DISRUPTOR,good,FALSE,,,,,0.5108837437,0:19:44,^7xen,^7base,MOD_DISRUPTOR,1.614214659,0.006987942383,5.510410309,166.982132,355,337,0,369,206,318,346,,,23,14
Refresh1-PUG_2011_ctf_paulking.dm_26.dm_meta,619690,0:06:14,246691,,MOD_DISRUPTOR,good,FALSE,,,,,0.9999491014,0:06:14,^3Xen_Crypt,^5THE EVERRAPING,MOD_DISRUPTOR,0.3405761719,0.01032049023,5.858868599,177.5414734,138,0,0,56,85,20,426,,,1234,712
0043_sniper.dm_26.dm_meta,17725200,0:08:39,17218500,18416500,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4666666667,0.58,0.06920546207,0.870702041,,0:08:39,^4{^7JOC^4}^3Xen_Crypt^4{^1JGM^4},SAG3TARIUS,MOD_DISRUPTOR_SNIPER,1.91339612,0.002125995699,8.389328003,254.2220612,1178,0,0,0,250,0,243,,,10,0
0043_sniper.dm_26.dm_meta,18081350,0:14:36,17218500,18416500,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4,0.5166666667,0.1163523783,0.8804093461,,0:14:36,^4{^7JOC^4}^3Xen_Crypt^4{^1JGM^4},^4>^1^^4(^7x^8D^4^4)^1^^4<,MOD_DISRUPTOR_SNIPER,1.247250676,0.008315004408,2.406106234,72.91230774,1313,0,0,56,230,315,271,,,53,35
0446sniper_0530sniper_1024cap.dm_26.dm_meta,32911700,0:10:17,32311500,33636650,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4533333333,0.5633333333,0.0695911362,0.8595122223,,0:10:17,^1M,Lord Pablo,MOD_DISRUPTOR_SNIPER,4.435001373,0.005543751642,7.632978439,231.3023834,627,10,0,0,139,0,250,,,5,0
0841_rocket.dm_26.dm_meta,32366650,0:06:04,32017000,33218650,MOD_DISRUPTOR_SNIPER,good,FALSE,0.38,0.6166666667,0.09465505711,0.8849914981,,0:06:04,^3Xen_Crypt,^9Teutonic ^7Crusader,MOD_DISRUPTOR_SNIPER,4.321361065,0.006173372734,4.321361065,130.9503326,1279,0,0,81,0,0,176,,,0,0
1013_rocket.dm_26.dm_meta,57108600,0:18:16,56222500,57287350,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4066666667,0.5133333333,0.1115358009,0.8714317432,,0:18:16,^3Xen_Crypt,a singular nab,MOD_DISRUPTOR_SNIPER,3.824126005,0.003642024705,3.824126005,115.8826065,1145,32,0,0,0,0,303,,,0,0
1341_sniper (1).dm_26.dm_meta,28922950,0:07:35,28693000,29339400,MOD_DISRUPTOR_SNIPER,good,FALSE,0.4566666667,0.6066666667,0.06209963652,0.8699441923,,0:07:35,Jedi Jerry,^1Fuzzy^3Nutz,MOD_DISRUPTOR_SNIPER,3.244879484,0.003415662562,3.244879484,98.3296814,1474,0,0,7,0,0,41,,,0,0
