_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
2020-06-27 cairn 4v4.dm_26.dm_meta,733169,0:08:52,202001,1329875,MOD_DISRUPTOR,good,FALSE,0.5166666667,0.5066666667,0.9980050105,0.9999755344,0:08:52,^7xenspec,^7Padawan,MOD_DISRUPTOR,6.083341122,0.1843436658,65.58330536,1987.372925,305,750,250,813,653,0,466,,,50,0
2020-06-27 cairn 4v4.dm_26.dm_meta,972386,0:12:52,202001,1329875,MOD_DISRUPTOR,good,FALSE,0.8333333333,0.7333333333,0.9836722031,0.9999755344,0:12:52,^7xenspec,^7Seaal,MOD_DISRUPTOR,7.129089832,0.05400825664,35.34711838,1071.124756,632,885,100,867,364,221,650,,,931,703
2020-06-27 cairn 4v4.dm_26.dm_meta,1156262,0:15:55,202001,1329875,MOD_DISRUPTOR,good,FALSE,0.8933333333,0.8933333333,1,0.9999755344,0:15:55,^7xenspec,^7Seaal,MOD_DISRUPTOR,5.983934402,0.02266641892,23.34141541,707.3156128,561,879,159,828,355,161,792,,,126,70
2020-06-27 kharzet 4v4.dm_26.dm_meta,409080,0:04:39,131517,1346412,MOD_DISRUPTOR_SNIPER,good,FALSE,0.7666666667,0.7533333333,0.9451438706,0.9981843221,0:04:39,^3Xen_Crypt,^5ski,MOD_DISRUPTOR_SNIPER,2.303444147,0.0174503345,3.975206852,120.4608154,854,6,272,202,0,0,174,,,0,0
2020-06-27 nelvaan 4v4.dm_26.dm_meta,1784355,0:06:27,1398189,,MOD_DISRUPTOR,good,FALSE,0.5966666667,0.7466666667,0.9999999999,0.9999755344,0:06:27,^7xenspec,^0<pro*,MOD_DISRUPTOR,0.5842929482,0.01770584658,10.94384956,331.6318054,354,784,194,747,331,0,269,,,12,0
2020-06-28 kejim 2v2.dm_26.dm_meta,282191,0:03:27,76568,,MOD_DISRUPTOR,good,FALSE,0.8933333333,0.9266666667,1,0.9999755344,0:03:27,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,1.799646378,0.01817824692,16.1696701,489.9900208,907,788,138,799,1000,88,874,,,390,55
2020-06-28 kejim 2v2.dm_26.dm_meta,405776,0:05:30,76568,,MOD_DISRUPTOR,good,FALSE,0.72,0.7866666667,1,0.9999755344,0:05:30,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,3.43007946,0.01299272478,7.575200558,229.5515289,1854,779,201,738,678,27,585,,,242,36
2020-06-28 kejim 2v2.dm_26.dm_meta,418382,0:05:43,76568,,MOD_DISRUPTOR,good,FALSE,0.74,0.8233333333,1,0.9999755344,0:05:43,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,5.898760319,0.03575006127,14.29738045,433.2539673,623,830,53,781,446,162,569,,,186,9
2020-06-28 kejim 2v2.dm_26.dm_meta,505304,0:07:10,76568,,MOD_DISRUPTOR,good,FALSE,0.79,0.8633333333,1,0.9999755344,0:07:10,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,9.29031086,0.05630491301,9.29031086,281.5245667,399,875,409,904,500,0,769,,,33,0
2020-06-28 kejim 2v2.dm_26.dm_meta,879623,0:13:24,76568,,MOD_DISRUPTOR,good,FALSE,0.79,0.8733333333,1,0.9999755344,0:13:24,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,1.086550117,0.008231440559,10.02001572,303.6368408,405,890,197,843,343,40,444,,,172,75
2020-07-02 elrood 1v1.dm_26.dm_meta,738808,0:12:19,9310,1216054,MOD_DISRUPTOR,good,FALSE,0.7366666667,0.81,1,0.9999755344,0:12:19,^3Xen_Crypt,^7teh,MOD_DISRUPTOR,1.169321656,0.03543398902,5.160175323,156.3689575,1103,735,228,688,815,0,860,,,56,0
2020-07-02 elrood 1v1.dm_26.dm_meta,1044652,0:17:25,9310,1216054,MOD_DISRUPTOR,good,FALSE,0.7,0.82,0.9999999996,0.9999755344,0:17:25,^3Xen_Crypt,^7teh,MOD_DISRUPTOR,0.5850929022,0.01773008704,2.072408438,62.80025482,1313,806,285,837,126,0,424,,,2,0
2020-07-03 telti 4v4.dm_26.dm_meta,2427166,0:17:42,1365985,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.8133333333,0.67,0.7777097825,0.999151112,0:17:42,^3Xen_Crypt,^7L^4S,MOD_DISRUPTOR_SNIPER,0.7782477736,0.002947908128,10.10188675,306.1177673,696,93,140,222,478,227,486,,,115,45
2020-07-25 ziost 2v2.dm_26.dm_meta,7037241,0:15:57,6081396,7284873,MOD_DISRUPTOR_SNIPER,good,FALSE,0.76,0.75,0.7239583398,0.9936518861,0:15:57,^7xen,^7X's Holy Kitten,MOD_DISRUPTOR_SNIPER,4.50013876,0.02272797376,14.77105331,447.607666,1139,438,248,475,644,333,575,,,1630,1548
2020-07-25 ziost 2v2.dm_26.dm_meta,7212042,0:18:52,6081396,7284873,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6633333333,0.5466666667,0.9957005413,0.9709359366,0:18:52,^7xen,^7Seaal,MOD_DISRUPTOR_SNIPER,0,0,26.94430351,816.4940796,683,429,502,491,529,126,403,,,191,70
2020-07-27 kejim 2v2 (2).dm_26.dm_meta,6112024,0:13:35,5298475,6503272,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6866666667,0.6833333333,0.8929927203,0.9884292932,0:13:35,^7xen,^7Seaal,MOD_DISRUPTOR_SNIPER,0.661464572,0.0200443808,11.91920948,361.1881714,1104,0,97,470,0,0,530,,,0,0
2020-07-31 salliche 1v1.dm_26.dm_meta,8815755,0:13:22,8501166,9219114,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6733333333,0.6133333333,0.8326690977,0.977452298,0:13:22,^3xen,^7csrbro,MOD_DISRUPTOR_SNIPER,3.541318893,0.01341408677,35.70940018,1082.103027,636,204,281,260,50,0,57,,,0,0
2020-08-01 nelvaan 4v4 (3).dm_26.dm_meta,693870,0:06:18,272031,1164021,MOD_DISRUPTOR_SNIPER,good,FALSE,0.63,0.68,0.5874031487,0.9948840983,0:06:18,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR_SNIPER,0,0,11.6212101,352.1578979,481,0,0,36,68,261,249,,,600,596
2020-08-01 nelvaan 4v4 (3).dm_26.dm_meta,935001,0:10:20,272031,1164021,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6433333333,0.5133333333,0.6661541805,0.9933450004,0:10:20,^3Xen_Crypt,^7flor (not spex),MOD_DISRUPTOR_SNIPER,0,0,10.39347553,314.9537964,130,610,305,585,441,22,532,,,135,18
2020-08-01 nelvaan 4v4 (3).dm_26.dm_meta,938565,0:10:23,272031,1164021,MOD_DISRUPTOR_SNIPER,good,FALSE,0.7033333333,0.7166666667,0.9408007531,0.9953853343,0:10:23,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR_SNIPER,0,0,28.39676285,860.5079956,756,0,0,1,629,224,524,,,2218,1967
2020-08-01 nelvaan 4v4 (3).dm_26.dm_meta,1146894,0:13:51,272031,1164021,MOD_DISRUPTOR,good,FALSE,0.7133333333,0.7866666667,1,0.7484274373,0:13:51,^3Xen_Crypt,^1X'S APOSTLE,MOD_DISRUPTOR,0,0,0,0,725,538,49,722,1032,209,818,,,107,10
2020-08-03 ctf4 4v4 (2).dm_26.dm_meta,2199128,0:16:23,1217312,2431349,MOD_DISRUPTOR_SNIPER,good,FALSE,0.7033333333,0.73,0.9984782545,0.9983649734,0:16:23,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.2153572589,0.006525977515,2.027275324,61.43258667,641,594,720,706,125,7,80,,,2,0
2020-08-03 ctf4 4v4.dm_26.dm_meta,858268,0:14:18,9739,1215988,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6366666667,0.71,0.5280442412,0.977060537,0:14:18,^3Xen_Crypt,^2Raist^0ghetto,MOD_DISRUPTOR_SNIPER,2.77722764,0.01202263031,46.66308594,1414.032959,235,0,0,0,0,0,378,,,0,0
2020-08-03 manaan 4v4 (6).dm_26.dm_meta,717626,0:01:57,602555,2063135,MOD_DISRUPTOR,good,FALSE,0.63,0.7566666667,0.9999998448,0.9999755344,0:01:57,^3Xen_Crypt,^7fmcooking,MOD_DISRUPTOR,1.509341121,0.02286880463,14.71729279,445.9785767,930,776,263,747,334,6,227,,,18,0
2020-08-03 telti 4v4 (2).dm_26.dm_meta,2037267,0:11:17,1361526,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6366666667,0.6466666667,0.9285659731,0.9763709901,0:11:17,^3Xen_Crypt,^7Seaal,MOD_DISRUPTOR_SNIPER,2.22595191,0.008431635797,2.867884159,86.90557861,1533,115,343,227,64,0,86,,,0,0
2020-08-04 dantooine 4v4.dm_26.dm_meta,489625,0:08:10,6439,1173220,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6833333333,0.59,0.6735028859,0.9982257303,0:08:10,^7??,^7notspec,MOD_DISRUPTOR_SNIPER,0,0,4.792951584,145.2409515,402,541,271,530,572,279,606,,,487,303
2020-08-07 ctf4 1v1 (2).dm_26.dm_meta,42824739,0:04:30,42555921,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.7233333333,0.7,0.5857949365,0.9972200569,0:04:30,^3Xeno,^1APOSTLE(X SERVANT),MOD_DISRUPTOR_SNIPER,0,0,11.42408276,346.1843262,421,0,0,170,324,410,380,,,450,396
2020-08-08 krildor 4v4 (2).dm_26.dm_meta,2165670,0:13:36,1350966,,MOD_DISRUPTOR,good,FALSE,0.7366666667,0.87,1,0.9999755344,0:13:36,^3Xen_Crypt,^0ent,MOD_DISRUPTOR,4.615990639,0.04662616923,19.33540726,585.9214478,241,843,136,781,764,307,657,,,104,20
2020-08-12 taloraan 4v4.dm_26.dm_meta,664331,0:04:25,400562,1614962,MOD_DISRUPTOR_SNIPER,good,FALSE,0.7933333333,0.6566666667,0.5083994821,0.9994659355,0:04:25,^3Xen_Crypt,^7teh,MOD_DISRUPTOR_SNIPER,0.4784101248,0.0144972764,6.736476421,204.1356506,762,0,0,235,494,424,513,,,436,327
2020-08-21 dantooine 4v4 (2).dm_26.dm_meta,1746933,0:03:53,1515042,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5833333333,0.6066666667,0.9982549283,0.9714105538,0:03:53,^3Xen_Crypt,^7x,MOD_DISRUPTOR_SNIPER,0,0,24.4678688,741.4505615,359,94,407,215,311,288,308,,,43,25
2020-08-21 manaan 2v2.dm_26.dm_meta,160114090,0:01:58,159997204,160999183,MOD_DISRUPTOR,good,FALSE,0.77,0.8533333333,0.9999996648,0.9999755344,0:01:58,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,2.191600323,0.008301516064,11.50758171,348.7145996,1359,807,216,778,561,279,461,,,267,147
2020-08-21 manaan 2v2.dm_26.dm_meta,160211407,0:03:35,159997204,160999183,MOD_DISRUPTOR,good,FALSE,0.92,0.9433333333,1,0.9999755344,0:03:35,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,7.672336102,0.02906187996,13.12981796,397.8732605,991,940,73,885,839,400,887,,,245,103
2020-08-21 manaan 2v2.dm_26.dm_meta,160416733,0:07:01,159997204,160999183,MOD_DISRUPTOR,good,FALSE,0.8866666667,0.91,1,0.9999755344,0:07:01,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,6.589617729,0.02496067248,23.66731644,717.1914063,1054,898,331,870,863,75,945,,,875,259
2020-08-21 manaan 2v2.dm_26.dm_meta,160592425,0:09:56,159997204,160999183,MOD_DISRUPTOR,good,FALSE,0.6966666667,0.7466666667,0.9999703541,0.9999755344,0:09:56,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR,1.783282757,0.006754858885,36.05948639,1092.71167,845,845,171,835,299,0,416,,,7,0
2020-08-21 manaan 3v3.dm_26.dm_meta,162434402,0:02:10,162305141,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.7166666667,0.7233333333,0.8994272736,0.9965583403,0:02:10,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0,0,14.07210255,426.4273376,521,88,171,217,121,226,195,,,321,310
2020-08-25 kharzet 1v1.dm_26.dm_meta,173364059,0:11:44,173161076,173864735,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6866666667,0.5666666667,0.9905985044,0.9982403966,0:11:44,^7xen,^76,MOD_DISRUPTOR_SNIPER,0,0,23.7668457,720.2074585,291,462,445,504,545,238,516,,,315,172
2020-08-28 kejim 3v3 (3).dm_26.dm_meta,6312701,0:03:19,6115361,6856673,MOD_DISRUPTOR_SNIPER,good,FALSE,0.8066666667,0.6866666667,0.8969194887,0.9985434262,0:03:19,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,1.163889885,0.01175646391,3.156433582,95.64950562,778,36,188,237,345,89,442,,,15,3
2020-08-28 kejim 3v3 (3).dm_26.dm_meta,6807998,0:11:34,6115361,6856673,MOD_DISRUPTOR_SNIPER,good,FALSE,0.53,0.5433333333,0.8209455204,0.9946920549,0:11:34,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0,0,5.658153534,171.459198,323,95,104,444,10,957,517,,,42,34
2020-08-28 kejim 3v3 (3).dm_26.dm_meta,6811859,0:11:38,6115361,6856673,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6433333333,0.56,0.9998838138,0.9855019295,0:11:38,^3Xen_Crypt,^7teh,MOD_DISRUPTOR_SNIPER,1.361252189,0.04125006497,11.1345911,337.4118652,1105,20,600,253,381,104,328,,,164,76
2020-09-15 telti 4v4 (2).dm_26.dm_meta,1773634,0:01:09,1705654,,MOD_DISRUPTOR_SNIPER,good,FALSE,0.8366666667,0.74,0.9086242947,0.9985434262,0:01:09,^3Xen_Crypt,^7cocaine addict,MOD_DISRUPTOR_SNIPER,0.7287919521,0.003680767491,5.663731575,171.6282349,735,203,272,151,247,0,394,,,7,0
2020-11-24 ctf4 6v6.dm_26.dm_meta,27328,0:00:27,11521,1216087,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6266666667,0.56,0.6188025738,0.9880707811,0:00:27,xenspec,H^3@^7l,MOD_DISRUPTOR_SNIPER,6.171970367,0.06234313548,69.49802399,2106.000732,550,352,262,375,183,0,192,,,9,0
2020-11-24 ctf4 6v6.dm_26.dm_meta,820780,0:13:41,11521,1216087,MOD_DISRUPTOR_SNIPER,good,FALSE,0.6633333333,0.6133333333,0.9926416392,0.9652198411,0:13:41,xenspec,Chicagodude,MOD_DISRUPTOR_SNIPER,0.1774895638,0.005378471687,28.56163025,865.5039673,1324,129,358,230,284,323,305,,,27,12
2021-01-16 ctf3 6v6.dm_26.dm_meta,837511,0:13:58,8452,1204306,MOD_DISRUPTOR_SNIPER,good,FALSE,0.5266666667,0.61,0.9308188006,0.9594250208,0:13:58,FUNPOLICE,Fr^1e^7d,MOD_DISRUPTOR_SNIPER,0.06429583579,0.001948358607,108.6833878,3293.436035,691,0,0,10,165,0,230,,,7,0
4 xenplaying0 mpctf_kejim 2022-02-07_04-14-08.dm_26.dm_meta,975422,0:10:29,346838,1562459,MOD_DISRUPTOR_SNIPER,good,FALSE,0.62,0.5866666667,0.8937162536,0.9973476717,0:10:29,^7xenplaying0,^7Tayst_Crypt,MOD_DISRUPTOR_SNIPER,0,0,2.594658136,78.62600708,482,0,0,159,606,418,624,,,2018,1748
2020-05-22 ctf4 4v4.dm_26.dm_meta,967044,0:10:20,348492,1553388,MOD_THERMAL,good,FALSE,0.19,0.1933333333,0.4444452139,0.006681793691,0:10:20,^3Xen_Crypt,^7tilted thrower,MOD_THERMAL,20.11046982,0.07617602497,25.32503891,767.425415,60,655,2,424,590,769,814,33,-28,84,60
2020-02-09 dantooine 4v4.dm_26.dm_meta,758682,0:06:17,273120,,MOD_THERMAL,good,FALSE,0.1333333333,0.23,0.3908611332,0.005466958524,0:06:17,^3Xen_Crypt,^7Padawan,MOD_THERMAL,24.58616638,0.2483451217,59.49714661,1802.943848,142,147,307,213,617,511,622,99,18,445,365
2020-08-18 kejim 1v1.dm_26.dm_meta,2534061,0:14:26,1669032,2637318,MOD_THERMAL,good,FALSE,0.2733333333,0.27,0.3281272889,0.01687399621,0:14:26,^3Xen_Crypt,^7walruus,MOD_THERMAL,0.7591107488,0.00460067112,28.20744896,854.7711792,516,65,0,224,549,315,602,495,29,664,154
2020-01-17 kejim 4v4 (2).dm_26.dm_meta,737067,0:10:21,117492,1332453,MOD_THERMAL,good,FALSE,0.4466666667,0.34,0.3264450623,0.1020032179,0:10:21,^3Xen_Crypt,^5skispec,MOD_THERMAL,23.89929771,0.1034601629,23.89929771,724.2211304,378,509,103,427,1214,36,653,561,-9,601,75
2018-07-13 genarius 5v5.dm_26.dm_meta,917573,0:11:15,243548,,MOD_THERMAL,good,FALSE,0.3233333333,0.35,0.2803299436,0.0006138751419,0:11:15,^3Xen_Crypt,^0it's time to oil up,MOD_THERMAL,0,0,2.034874439,61.66286087,235,350,72,421,995,199,704,396,8,268,57
2018-07-28 kejim 4v4.dm_26.dm_meta,1192772,0:11:51,482249,1697375,MOD_THERMAL,good,FALSE,0.4033333333,0.43,0.1569412461,0.8323220998,0:11:51,^3Xen_Crypt,^7serk is my overlord,MOD_THERMAL,0,0,0.522572875,15.83554173,340,457,0,419,295,178,581,561,4,37,17
2019-05-29 kejim 4v4.dm_26.dm_meta,242096,0:02:24,98546,1419074,MOD_THERMAL,good,FALSE,0.4333333333,0.4,0.147065787,0.6589722709,0:02:24,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_THERMAL,0,0,21.13097763,640.3326416,348,193,0,438,141,500,376,330,59,327,287
2020-07-27 kejim 2v2 (2).dm_26.dm_meta,5469745,0:02:52,5298475,6503272,MOD_THERMAL,good,FALSE,0.37,0.43,0.1231352495,0.8399931,0:02:52,^7xen,^7Seaal,MOD_THERMAL,0,0,21.43169022,649.4451904,332,82,411,454,367,324,472,231,65,457,144
2020-01-11 kejim 4v4.dm_26.dm_meta,389379,0:01:54,276453,1491249,MOD_THERMAL,good,FALSE,0.2,0.3866666667,0.11815962,0.006482826072,0:01:54,^3Xen_Crypt,^7acid,MOD_THERMAL,0.8915863633,0.01350888424,3.93559432,119.260437,142,498,345,519,807,854,515,231,-9,137,12
2018-05-04 carratos 4v4.dm_26.dm_meta,607769,0:01:30,518372,,MOD_THERMAL,good,FALSE,0.36,0.2566666667,0.02739874586,0.9027903317,0:01:30,^3Xen_Crypt,^5THE EVERRAPING,MOD_THERMAL,0,0,24.88075447,753.9622803,81,577,91,498,593,19,445,132,-19,78,15
2017-12-19 kejim 4v4 0135.dm_26.dm_meta,77695274,0:04:51,77404511,78660095,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.43,0.56,0.3387352439,0.8441880827,0:04:51,^7the ladycave dweller,^7God Bless Tinder,MOD_FLECHETTE_ALT_SPLASH,0.2591120303,0.007851880044,1.990982056,60.33279037,246,567,4,503,643,102,633,,,895,561
2018-06-13 nelvaan 4v4.dm_26.dm_meta,1778679,0:19:18,549990,1829895,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.48,0.4833333333,0.6803745102,0.5602514141,0:19:18,^3Xen_Crypt,^5THE EVERRAPING,MOD_FLECHETTE_ALT_SPLASH,0,0,2.083647728,63.14084244,315,14,78,54,327,988,559,,,73,47
2018-06-18 kharzet 4v4.dm_26.dm_meta,1066865,0:15:26,141479,,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.32,0.4133333333,0.5046662941,0.642296198,0:15:26,^3Xen_Crypt,^4P^7anasonic,MOD_FLECHETTE_ALT_SPLASH,0.6317138672,0.01914284378,10.85550499,328.9547119,159,108,103,206,533,620,453,,,110,38
2019-05-17 kejim 4v4.dm_26.dm_meta,596883,0:07:45,133398,1347435,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.2833333333,0.3766666667,0.711930564,0.5336022839,0:07:45,^3Xen_Crypt,^5ski,MOD_FLECHETTE_ALT_SPLASH,0,0,18.11862183,549.0491333,145,142,47,653,593,279,664,,,157,63
2019-07-13 kejim 4v4.dm_26.dm_meta,955036,0:06:58,538015,1752811,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3233333333,0.55,0.3143563903,0.7888959842,0:06:58,^3Xen_Crypt,^7R U T H L E S S,MOD_FLECHETTE_ALT_SPLASH,0,0,5.134983063,155.605545,774,617,267,516,472,134,658,,,356,83
2020-01-25 ramodi 4v4.dm_26.dm_meta,940178,0:14:30,71651,1286480,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.48,0.5233333333,0.7541601107,0.5037277729,0:14:30,^3Xen_Crypt,^7Coronavirus-chan,MOD_FLECHETTE_ALT_SPLASH,0.09887695313,0.001498135622,75.57323456,2290.098145,228,268,0,292,744,61,720,,,783,268
2020-04-03 kejim 4v4.dm_26.dm_meta,432213,0:03:47,210981,1771254,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4566666667,0.5666666667,0.7990957622,0.9102751898,0:03:47,^7xen,^5ski,MOD_FLECHETTE_ALT_SPLASH,1.814283252,0.05497828126,72.66537476,2201.980957,108,222,101,515,446,26,672,,,708,482
2020-05-23 talay 4v4 (3).dm_26.dm_meta,461216,0:04:11,211637,1426433,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.46,0.5133333333,0.6212772819,0.7935513482,0:04:11,^3Xen_Crypt,^7padawan,MOD_FLECHETTE_ALT_SPLASH,0,0,77.01274109,2333.719482,217,430,0,356,684,70,608,,,261,56
2020-07-24 nelvaan 4v4.dm_26.dm_meta,499302,0:06:16,124851,868407,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.5033333333,0.5833333333,0.6186221394,0.9259326778,0:06:16,^3Xen_Crypt,^5ski,MOD_FLECHETTE_ALT_SPLASH,0,0,79.84152985,2419.44043,124,250,1,133,448,273,422,,,212,53
2020-08-03 ilum 3v3.dm_26.dm_meta,1283840,0:01:08,1217312,,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4066666667,0.5266666667,0.5072806779,0.6388961868,0:01:08,^3Xen_Crypt,^7padawancooking,MOD_FLECHETTE_ALT_SPLASH,3.245488405,0.01966962591,86.92703247,2634.152588,270,202,0,110,249,270,306,,,368,327
2020-08-03 manaan 4v4.dm_26.dm_meta,921434,0:13:56,86600,1301330,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3433333333,0.4,0.5643158579,0.8000162795,0:13:56,^7xen,^7lg,MOD_FLECHETTE_ALT_SPLASH,0,0,74.77172089,2265.809814,108,638,821,160,586,128,666,,,654,257
2020-08-06 kejim 1v1.dm_26.dm_meta,362608,0:06:03,5350,1213480,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3,0.39,0.876236435,0.7004377135,0:06:03,^3Xeno,^7i,MOD_FLECHETTE_ALT_SPLASH,0,0,26.57036781,805.1626587,145,50,47,192,518,79,632,,,277,52
2020-08-10 kejim 1v1.dm_26.dm_meta,79604,0:00:57,23405,1118213,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.3133333333,0.3966666667,0.5350469476,0.6372211101,0:00:57,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_FLECHETTE_ALT_SPLASH,0,0,31.41023636,951.8253784,317,463,19,393,566,110,634,,,703,467
2020-08-11 ramodi 4v4.dm_26.dm_meta,522926,0:04:29,255494,1469663,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4666666667,0.5333333333,0.5705109051,0.7614235081,0:04:29,^3Xen_Crypt,^7csrbro,MOD_FLECHETTE_ALT_SPLASH,0,0,84.60322571,2563.734131,132,318,118,282,437,194,473,,,448,160
2020-08-16 kejim 1v1 (2).dm_26.dm_meta,23799523,0:05:36,23464309,24677917,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4033333333,0.5466666667,0.2762589293,0.5970425501,0:05:36,^3Xen_Crypt,^7teh,MOD_FLECHETTE_ALT_SPLASH,9.079323769,0.04585517198,72.5897522,2199.689453,135,420,221,244,148,69,263,,,152,131
2020-08-16 kejim 1v1 (2).dm_26.dm_meta,24016102,0:09:13,23464309,24677917,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.4666666667,0.5366666667,0.5072789201,0.8509340765,0:09:13,^3Xen_Crypt,^7teh,MOD_FLECHETTE_ALT_SPLASH,0,0,68.77022552,2083.946289,76,244,326,363,97,693,414,,,385,382
2020-09-05 nelvaan 4v4.dm_26.dm_meta,921203,0:11:24,238829,1453724,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.38,0.5166666667,0.5759180911,0.134813201,0:11:24,^7flor_mourner_2,^7teh,MOD_FLECHETTE_ALT_SPLASH,0,0,55.55738068,1683.557007,67,78,366,270,424,99,337,,,631,396
2020-09-06 kejim 1v1.dm_26.dm_meta,11546224,0:01:59,11428678,12225298,MOD_FLECHETTE_ALT_SPLASH,good,FALSE,0.43,0.4633333333,0.53154702,0.6127227458,0:01:59,^7flor_mourner_2,^7lg,MOD_FLECHETTE_ALT_SPLASH,3.048948526,0.09239237756,77.12496185,2337.120117,323,314,757,577,245,726,646,,,186,175
2020-01-25 krildor 4v4.dm_26.dm_meta,1455283,0:00:34,1425979,2034499,MOD_TRIP_MINE_SPLASH,good,FALSE,0.63,0.73,0.9990259125,1.02E-05,0:00:34,^3Xen_Crypt,^7Coronavirus-chan,MOD_TRIP_MINE_SPLASH,0,0,0,0,37,792,384,17,497,406,20,,,329,16
2020-06-14 ctf4 2v2.dm_26.dm_meta,52239799,0:19:58,51312928,52445389,MOD_TRIP_MINE_SPLASH,good,FALSE,0.55,0.5733333333,1,1.02E-05,0:19:58,^3Xen_Crypt,^7Padawan,MOD_TRIP_MINE_SPLASH,0,0,0,0,315,0,0,0,275,144,21,,,2094,1975
2020-06-23 ctf4 1v1 (2).dm_26.dm_meta,35515380,0:12:39,34757205,,MOD_TRIP_MINE_SPLASH,good,FALSE,0.4466666667,0.6366666667,0.647692449,1.02E-05,0:12:39,^3Xen_Crypt,^7Padawan,MOD_TRIP_MINE_SPLASH,0,0,0.4101889431,12.42996788,58,189,293,0,161,310,0,,,122,25
5.27c1e.dm_26.dm_meta,667640970,0:07:10,667211310,,MOD_TRIP_MINE_SPLASH,good,FALSE,0.51,0.4333333333,0.2929942873,0.8796638189,0:07:10,^3Xen_Crypt,^1^^7leo,MOD_TRIP_MINE_SPLASH,0,0,0,0,492,218,0,195,433,33,420,,,219,49
2018-01-12 illimiran 4v4.dm_26.dm_meta,1266420,0:18:38,148644,1310871,MOD_BOWCASTER,bad,FALSE,,,,,0:18:38,^6X^7ennifer,^7math^5.,MOD_BOWCASTER,0,0,35.48940659,1075.436523,30,223,0,189,569,104,242,,,61,0
2018-05-11 taloraan 4v4.dm_26.dm_meta,708918,0:09:18,152340,,MOD_BOWCASTER,bad,TRUE,,,,,0:09:18,^3XEN_CRYPT,^5ski,MOD_BOWCASTER,1.642456055,0.04977139458,5.915596962,179.2605133,5404,120,0,224,303,9,108,4422,-2,28,0
2018-06-13 salliche 4v4.dm_26.dm_meta,631896,0:06:32,241044,,MOD_BOWCASTER,bad,FALSE,,,,,0:06:32,^3Xen_Crypt,^1a^0P^1.^0Corv^1o,MOD_BOWCASTER,14.76955223,0.1491874009,17.18298721,520.6965942,210,350,0,368,753,2,492,132,0,79,0
